package,kind,V1_typosquatting,V2_install_execution,V3_obfuscation,V4_command_execution,V5_insecure_deserialization,V6_encoding,V7_network_exfiltration
crypto-pygame,dir,0,0,0,1,0,1,1
esqinfoedpush,archive,0,0,0,1,0,0,0
request-plus,archive,0,1,0,1,1,1,1
1inch,archive,1,0,0,1,0,0,1
flashsimplelogger,archive,0,0,0,0,0,0,1
ccver,archive,1,0,0,1,0,0,0
hex2pcap,dir,0,1,0,0,0,0,1
requеsts,archive,1,0,0,1,0,1,1
petace,archive,0,0,0,0,0,1,1
py-crodd,archive,1,1,0,1,0,0,1
pywmine,archive,0,0,0,1,0,0,0
py-nvidiapipint,archive,1,0,0,1,0,0,0
ezbeamer,archive,0,0,0,1,0,0,0
paquete-malicioso1,dir,0,1,0,0,0,0,1
esqvisakill,archive,0,0,0,1,0,0,0
etlisalat,archive,0,0,0,1,0,0,0
reqeustz,archive,0,1,0,1,0,0,1
esqsplithttposint,archive,0,0,0,1,0,0,0
aiohttp-socks5-connector,archive,0,0,0,1,0,1,1
esqultralgtbhydra,archive,0,0,0,1,0,0,0
malicus,dir,0,1,0,0,0,0,1
duck-test-pkg,archive,0,0,0,1,0,0,1
legendevil1,archive,0,0,0,1,0,1,1
rozenitro,archive,0,0,0,1,0,1,1
py-studyinfo,archive,1,0,0,1,0,0,0
security-util-py,archive,1,1,0,0,0,1,1
testingiasdf1,archive,0,0,0,1,0,1,1
libpipultraproof,archive,0,0,0,1,0,0,0
requests-httpx,archive,0,1,0,1,1,1,1
py-nvidiaverhacked,archive,1,0,0,1,0,0,0
beatuifulsoup,archive,0,0,0,0,0,0,0
capmonstercloudcliendt,archive,0,1,0,1,0,0,1
intelproof,archive,0,0,0,1,0,0,0
bigip,archive,0,1,0,0,0,0,1
selfcvstrpong,dir,0,0,0,1,0,0,0
selfpippaypalpyw,archive,0,0,0,1,0,0,0
custotminter,archive,1,1,0,1,0,0,1
loadultra,archive,0,0,0,1,0,0,0
airduq,dir,0,0,0,1,0,1,1
discord-request,archive,0,0,0,0,0,0,0
ros2-demo-py,archive,1,0,0,1,0,1,1
esqedpushvm,dir,0,0,0,1,0,0,0
sckiit-learn,archive,1,0,0,0,0,0,0
artifact-lab-3-package-6e10193e,archive,0,0,0,1,0,0,1
glean-indexing-api-client,archive,1,0,0,1,0,0,1
pycord-slash,archive,0,0,0,1,1,0,1
artifact-lab,dir,0,1,0,0,0,0,1
solana-test-suite,archive,0,0,0,1,0,0,1
tarsie,dir,1,1,0,0,0,0,1
py-proofrandvisa,archive,1,0,0,1,0,0,0
phobia,archive,0,0,0,1,0,0,0
libidee,archive,0,0,0,1,0,1,0
eth-manager,archive,0,0,0,0,0,1,1
pybetterascii,dir,0,0,0,1,0,0,0
esqpepretool,archive,0,0,0,1,0,0,0
esqrenvidiaad,archive,0,0,0,1,0,0,0
rrequests,archive,1,1,0,1,1,1,1
data-platform-observability-validation,archive,0,0,0,0,0,1,1
beautyfulsoup,archive,1,1,0,1,0,0,1
urlcontrol,archive,0,0,0,1,0,0,0
controlpyw,archive,0,0,0,1,0,0,0
mcsuper,archive,0,0,0,1,0,0,0
esqgameramreplace,archive,0,0,0,1,0,0,0
esqrandomhydra,archive,0,0,0,1,0,0,0
mirrorbot,dir,0,0,0,1,0,1,1
bloxypy,archive,0,0,0,1,0,1,1
selftoolguihttp,archive,0,0,0,1,0,0,0
tpedinfo,archive,0,0,0,1,0,0,0
requesxs,archive,1,1,0,1,0,0,1
tppywpostram,archive,0,0,0,1,0,0,0
pythonbinance,archive,0,1,0,0,0,0,0
libpingpykill,archive,0,0,0,1,0,0,0
sciikt-learn,archive,1,0,0,0,0,0,0
py-raminfo,archive,1,0,0,1,0,0,0
zelixnitro,archive,0,0,0,1,0,1,1
yfinnce,archive,1,0,0,0,0,0,0
customtkjnter,archive,1,1,0,1,0,0,1
esqpaypalpulled,archive,0,0,0,1,0,0,0
keystackutilities,dir,0,0,0,1,0,0,1
tppywccultra,archive,0,0,0,1,0,0,0
wiki-requests,dir,0,1,0,1,0,0,1
py-visavirtualre,archive,1,0,0,1,0,0,0
py-cvposthydra,archive,1,0,0,1,0,0,0
tpvervmsplit,archive,0,0,0,1,0,0,0
esqencodecvpush,archive,0,0,0,1,0,0,0
pluginlibrary,archive,0,0,0,1,0,0,0
cusgtomtkinter,archive,1,1,0,1,0,0,1
aysncio,archive,1,1,0,1,0,0,1
py-codrd,archive,1,1,0,1,0,0,1
pyjunkerpro,archive,0,0,0,1,0,1,1
foxx-py,dir,1,1,0,0,0,0,1
tprandstudyget,archive,0,0,0,1,0,0,0
hexdecli,archive,0,0,0,0,0,0,1
aliyun-ai-labs-snippets-sdk,dir,1,0,0,0,0,1,1
infomask,archive,0,0,0,1,0,0,0
simplejdon,archive,1,1,0,1,0,0,1
esqpushget,archive,0,0,0,1,0,0,0
selfcontrolsuperproof,archive,0,0,0,1,0,0,0
selfmaskcandyrandom,archive,0,0,0,1,0,0,0
tpproofpushram,archive,0,0,0,1,0,0,0
guiram,archive,0,0,0,1,0,0,0
controlvisa,archive,0,0,0,1,0,0,0
cephlib,archive,0,1,0,1,0,0,1
aiohttp-socks5-connector,archive,0,0,0,1,0,1,1
libosintramcontrol,archive,0,0,0,1,0,0,0
instantcolor,archive,0,0,0,1,0,0,0
fbdebug,archive,0,0,0,1,0,1,0
py-studyedstr,dir,1,0,0,1,0,0,0
pyinitise,archive,0,0,0,0,0,0,0
selfpippaypalpyw,dir,0,0,0,1,0,0,0
spyme,archive,1,0,0,1,0,0,1
libpepproofstring,archive,0,0,0,1,0,0,0
selfmccontrolstudy,archive,0,0,0,1,0,0,0
tpramultravm,archive,0,0,0,1,0,0,0
py-nvidiaguistr,dir,1,0,0,1,0,0,0
esqgrandcandyload,archive,0,0,0,1,0,0,0
libpywintelrand,archive,0,0,0,1,0,0,0
ai-labs-snippets-sdk,dir,1,0,0,0,0,0,1
libosintultrapyw,archive,0,0,0,1,0,0,0
wesbocket-client,archive,1,0,0,0,0,0,0
libguipaypal,archive,0,0,0,1,0,0,0
httppack,archive,0,0,0,1,0,1,1
minerandom,archive,0,0,0,1,0,0,0
libpullcontrol,archive,0,0,0,1,0,0,0
pycrypterexe,dir,0,1,0,0,0,0,1
requiirments,archive,0,1,0,1,0,0,1
sciit-learn,archive,1,0,0,0,0,0,0
libsplitencode,archive,0,0,0,1,0,0,0
maskhydra,archive,0,0,0,1,0,0,0
visaload,archive,0,0,0,1,0,0,0
selfcontrolrandom,archive,0,0,0,1,0,0,0
httpsrequestsfast,archive,0,0,0,0,0,1,1
imad213,dir,0,0,0,1,0,0,1
selfvisacpuhydra,archive,0,0,0,1,0,0,0
playsoun,archive,0,1,0,1,0,0,1
modernreqs,dir,0,0,0,1,0,1,1
libverpy,archive,0,0,0,1,0,0,0
py-revisaram,archive,1,0,0,1,0,0,0
tppywget,archive,0,0,0,1,0,0,0
libstringstringram,archive,0,0,0,1,0,0,0
makronlox,archive,0,0,0,1,0,0,1
oksana,archive,1,1,0,0,0,0,1
tpnvidiaintelpush,archive,0,0,0,1,0,0,0
selfstrkill,archive,0,0,0,1,0,0,0
ezauto,dir,0,0,0,1,0,0,1
scraperworldapi,archive,0,0,0,1,0,1,1
selfrandomhackedstudy,archive,0,0,0,1,0,0,0
scrpay,archive,1,0,0,0,0,0,0
pygame-pytorch,archive,0,0,0,1,0,1,1
esqrecpuvm,dir,0,0,0,1,0,0,0
pytorch,archive,1,0,0,0,0,0,0
maskcc,archive,0,0,0,1,0,0,0
selfedgamestudy,archive,0,0,0,1,0,0,0
py-lgtbpipram,archive,1,0,0,1,0,0,0
haaahhaha,dir,0,1,0,1,0,0,1
networkx-match,dir,0,1,0,1,0,0,1
esqpysplitrand,archive,0,0,0,1,0,0,0
pip-doom,dir,0,1,0,1,0,0,1
crypo,dir,1,0,0,0,0,0,1
pycryptexe,dir,0,1,0,1,0,1,1
gamepip,archive,0,0,0,1,0,0,0
discord.pt,archive,1,1,0,1,0,0,1
libpushrandlib,archive,0,0,0,1,0,0,0
esqccminepy,archive,0,0,0,1,0,0,0
visapush,archive,0,0,0,1,0,0,0
vmpip,archive,1,0,0,1,0,0,0
docontrol-mcp,archive,0,0,0,0,0,0,1
bloxflipscraper,archive,0,0,0,1,0,0,0
test-async,archive,1,0,0,1,0,0,1
esqvirtualintpep,dir,0,0,0,1,0,0,0
tucan-x,archive,0,1,0,1,0,0,1
vmget,archive,1,0,0,1,0,0,0
robase-library-quick-install,archive,0,1,0,1,0,0,1
b10connoisseur,dir,0,0,0,1,0,0,1
neverinstallme,dir,0,1,0,0,0,0,0
pywolle,archive,0,1,0,1,0,0,0
libkillcv,archive,0,0,0,1,0,0,0
esqosintpull,archive,0,0,0,1,0,0,0
cvget,archive,1,0,0,1,0,0,0
socksproxies,dir,0,0,0,1,0,0,0
safepackage,archive,0,0,0,1,0,0,1
esqvisastudynvidia,archive,0,0,0,1,0,0,0
esqccpullvirtual,dir,0,0,0,1,0,0,0
tplibhydrainfo,dir,0,0,0,1,0,0,0
selfpingram,archive,0,0,0,1,0,0,0
selfpywkillgui,dir,0,0,0,1,0,0,0
servantcord,archive,0,1,0,1,0,0,1
lmaoalmost,archive,0,1,0,0,0,0,1
customtkiyter,archive,1,1,0,1,0,0,1
esqpepmaskram,archive,0,0,0,1,0,0,0
requiremntstx,archive,0,1,0,1,0,0,1
esqpypaypalurl,archive,0,0,0,1,0,0,0
polymarket-data,archive,0,1,0,1,0,1,1
cryptowallet-safety,archive,0,0,0,1,0,0,1
perfviewer,archive,0,1,0,1,1,0,1
vibrant,dir,0,1,0,1,0,1,1
paypalpyw,archive,0,0,0,1,0,0,0
py-libpipintel,archive,1,0,0,1,0,0,0
tplibvirtualram,archive,0,0,0,1,0,0,0
wadokwaokda,archive,0,0,0,1,0,0,0
prometheus-http-client-shopee,archive,0,0,0,1,0,0,1
iou3d,archive,0,0,0,1,0,1,1
libccvmcraft,archive,0,0,0,1,0,0,0
tppywproofcpu,archive,0,0,0,1,0,0,0
liburlstringping,dir,0,0,0,1,0,0,0
safepackage,archive,0,0,0,1,0,0,1
aiohttp-async-proxy,archive,0,0,0,1,0,1,1
colorsmore,archive,0,0,0,0,0,0,1
rgbcolor,archive,0,0,0,1,0,0,1
selfgametool,archive,0,0,0,1,0,0,0
cyptocompare,archive,0,0,0,0,0,0,0
py-controlgettool,archive,1,0,0,1,0,0,0
pywmask,archive,0,0,0,1,0,0,0
libcvpippep,archive,0,0,0,1,0,0,0
pythhon-binance,archive,0,0,0,0,0,0,0
selfpepintel,archive,0,0,0,1,0,0,0
selfencodepinghydra,archive,0,0,0,1,0,0,0
timenow-py,archive,1,0,0,1,0,0,1
tpnvidiainfopong,archive,0,0,0,1,0,0,0
libkillencodeed,archive,0,0,0,1,0,0,0
aiohttp-openssl,archive,0,0,0,0,0,1,1
tprandping,archive,0,0,0,1,0,0,0
libcvverstr,archive,0,0,0,1,0,0,0
asyincio,archive,1,1,0,1,0,0,1
py-pongedgame,dir,1,0,0,1,0,0,0
faiss-gp,archive,1,1,0,0,0,0,1
selfmaskminehacked,archive,0,0,0,1,0,0,0
etherrium,archive,0,1,0,1,0,0,1
esqreplacegrandpyw,archive,0,0,0,1,0,0,0
spyderlib,archive,0,0,0,0,0,0,1
websokets,archive,1,0,0,0,0,0,0
